,id_nombre,nombre,id_ciudad,ciudad,categories,analisis_sentimientos,puntuacion_usuarios,anio,Good_Punctuation
45,08ac,4th Street Shrimp Store,9EV3,San Petersburgo,"Restaurants, Nightlife, Burgers, Beer Bar, Bars, Seafood",1.0,5.0,2010,True
48,08c4,Kinjo's Japanese Restaurant,9EV3,San Petersburgo,"Japanese, Sushi Bars, Restaurants",1.0,4.4,2010,True
62,0ae3,Harold Seltzer's Steak House,9EV3,San Petersburgo,"Restaurants, Steakhouses, American (Traditional), Seafood",0.5,1.0,2010,False
78,0e4b,Italia Mia,9EV3,San Petersburgo,"Pizza, Italian, Restaurants",1.0,5.0,2010,True
96,1241,Church's Chicken,9EV3,San Petersburgo,"Fast Food, Food, Breakfast & Brunch, Specialty Food, Restaurants, Chicken Shop, Meat Shops, Chicken Wings",1.0,4.0,2010,True
109,147a,Zeko's Mediterranean Grill,9EV3,San Petersburgo,"Greek, Middle Eastern, Restaurants, Seafood, Mediterranean",1.0,3.5,2010,False
131,18a0,Ha Long Bay,9EV3,San Petersburgo,"Asian Fusion, Restaurants, Cantonese, Dim Sum, Chinese, Vietnamese",1.0,4.0,2010,True
135,19cd,Fresco's Waterfront Bistro,9EV3,San Petersburgo,"Nightlife, Restaurants, Seafood, Bistros, American (Traditional), Bars",1.0,3.0,2010,False
154,1c1a,Bowled Restaurant,9EV3,San Petersburgo,"Restaurants, American (New)",1.0,3.7,2010,False
155,1c81,Salem's Gyro & Subs,9EV3,San Petersburgo,"American (New), Chicken Wings, Middle Eastern, Salad, Restaurants, Sandwiches, Greek",1.0,3.0,2010,False
175,204d,Williams Sub Shop,9EV3,San Petersburgo,"Restaurants, Sandwiches",1.0,4.0,2010,True
183,21e9,Toby's Original Little Italy Pizza,9EV3,San Petersburgo,"Italian, Pizza, Restaurants",1.0,4.0,2010,True
186,2287,Ferg's Sports Bar & Grill,9EV3,San Petersburgo,"Restaurants, Nightlife, American (Traditional), Bars, Sports Bars",1.0,4.0,2010,True
195,23f6,Boardwalk Pasta & Seafood,9EV3,San Petersburgo,"Seafood, Beer, Wine & Spirits, American (New), Nightlife, Bars, American (Traditional), Food, Restaurants",1.0,3.5,2010,False
200,2547,Buffalo City Bar & Grille,9EV3,San Petersburgo,"Nightlife, Sports Bars, Bars, Restaurants, Dive Bars, American (Traditional)",1.0,2.4,2010,False
234,2caf,A Corner of England,9EV3,San Petersburgo,"Food, Coffee & Tea, Tea Rooms, Restaurants, Shopping",1.0,5.0,2010,True
241,2f0e,Chuck E. Cheese,9EV3,San Petersburgo,"Books, Mags, Music & Video, Indoor Playcentre, Arcades, Arts & Entertainment, Venues & Event Spaces, Videos & Video Game Rental, Party & Event Planning, Active Life, Event Planning & Services, Restaurants, Shopping, Pizza, Kids Activities",1.0,2.0,2010,False
257,3156,Mad Fish,9EV3,San Petersburgo,"Restaurants, American (Traditional), Steakhouses, Seafood",1.0,4.0,2010,True
265,3219,Fish Tales,9EV3,San Petersburgo,"Bars, Seafood, Steakhouses, Nightlife, Restaurants, Dive Bars",1.0,3.8,2010,False
266,325a,"Westshore Pizza Southside, Inc",9EV3,San Petersburgo,"Restaurants, Pizza",1.0,4.0,2010,True
299,37d2,Mastry's,9EV3,San Petersburgo,"Bars, Restaurants, Nightlife, American (Traditional)",1.0,4.0,2010,True
302,3891,Romano's Macaroni Grill,9EV3,San Petersburgo,"Restaurants, Italian",1.0,2.7,2010,False
310,3b45,Five Guys Burgers and Fries,9EV3,San Petersburgo,"Restaurants, Burgers, Fast Food",1.0,3.0,2010,False
347,44b0,St Pete Diner,9EV3,San Petersburgo,"Seafood, Diners, Restaurants",1.0,4.2,2010,True
381,4bde,Mazzaro's Italian Market,9EV3,San Petersburgo,"Specialty Food, Delis, Coffee Roasteries, Butcher, Meat Shops, Food, Restaurants, Grocery, Italian",1.0,4.5,2010,True
384,4c77,St Petersburg Pier,9EV3,San Petersburgo,"Local Flavor, Active Life, Tours, Hotels & Travel, American (Traditional), Arts & Crafts, Shopping, Restaurants, Arts & Entertainment, Aquariums",1.0,1.5,2010,False
388,4d57,Captain Al's,9EV3,San Petersburgo,"American (Traditional), Food, Seafood, Restaurants, Beer, Wine & Spirits",1.0,3.0,2010,False
431,561d,China King,9EV3,San Petersburgo,"Restaurants, Chinese",0.5,1.0,2010,False
453,5a2b,PoFolks,9EV3,San Petersburgo,"American (Traditional), Restaurants, American (New), Southern",1.0,4.0,2010,True
461,5b80,Savannah's Cafe,9EV3,San Petersburgo,"Restaurants, Southern",1.0,3.0,2010,False
468,5c52,Thai Wok,9EV3,San Petersburgo,"Thai, Restaurants",1.0,3.2,2010,False
471,5ced,Tiparos Thai Restaurant,9EV3,San Petersburgo,"Thai, Restaurants",1.0,3.7,2010,False
482,5f2a,Village Inn,9EV3,San Petersburgo,"American (Traditional), Restaurants, Breakfast & Brunch",1.0,4.0,2010,True
488,5fe4,Fortunato's Italian Market,9EV3,San Petersburgo,"Pizza, Restaurants, Italian, Chicken Wings",1.0,3.0,2010,False
499,61ba,Doe Doe's Diner,9EV3,San Petersburgo,"Coffee & Tea, Breakfast & Brunch, Restaurants, Food",1.0,3.5,2010,False
503,6252,Parkshore Grill,9EV3,San Petersburgo,"Caterers, American (New), Food, Seafood, American (Traditional), Restaurants, Event Planning & Services, Steakhouses",1.0,3.8,2010,False
522,6655,Kahwa Coffee,9EV3,San Petersburgo,"Desserts, Food, Coffee & Tea, Sandwiches, Restaurants",1.0,3.8,2010,False
526,66e0,The Melting Pot,9EV3,San Petersburgo,"American (New), Fondue, Gluten-Free, Restaurants, Salad",1.0,4.4,2010,True
547,6aea,Moscato's Bella Cucina,9EV3,San Petersburgo,"Restaurants, Italian",1.0,3.0,2010,False
548,6af8,Dairy Inn,9EV3,San Petersburgo,"Restaurants, Ice Cream & Frozen Yogurt, Chicken Wings, Food, Sandwiches, Hot Dogs, Comfort Food, Burgers",1.0,4.0,2010,True
554,6c1b,Athenian Garden,9EV3,San Petersburgo,"Specialty Food, Food, Ethnic Food, American (Traditional), Imported Food, Greek, Restaurants",1.0,3.6,2010,False
556,6cc4,The Queenshead Eurobar,9EV3,San Petersburgo,"Bars, British, Breakfast & Brunch, Nightlife, Pubs, American (Traditional), Gastropubs, Restaurants",1.0,3.7,2010,False
560,6d92,Paisano's Pizza N Pasta,9EV3,San Petersburgo,"Restaurants, Nightlife, Bars, Pizza, Italian",1.0,1.7,2010,False
565,6e5a,Gyros & Seafood Express,9EV3,San Petersburgo,"Restaurants, Seafood, Greek, Chicken Wings",1.0,4.5,2010,True
567,6e93,Courigan's Irish Pub,9EV3,San Petersburgo,"Bars, Restaurants, Pubs, Irish, Nightlife, Irish Pub, Sports Bars",1.0,3.3,2010,False
582,713a,Cali - Saint Petersburg,9EV3,San Petersburgo,"Restaurants, Wraps, Juice Bars & Smoothies, Food, American (New), Mediterranean, Breakfast & Brunch, Gluten-Free, Pizza",1.0,2.0,2010,False
584,71b5,Ichiban Japanese Restaurant & Sushi Bar,9EV3,San Petersburgo,"Sushi Bars, Japanese, Restaurants, Thai",1.0,4.5,2010,True
600,7609,Paulo's Pizza,9EV3,San Petersburgo,"Restaurants, Pizza",1.0,3.0,2010,False
610,79f9,Leafy Greens Cafe,9EV3,San Petersburgo,"Soup, Gluten-Free, Breakfast & Brunch, Vegetarian, Vegan, Restaurants",1.0,3.1,2010,False
628,7e69,China Wok,9EV3,San Petersburgo,"Restaurants, Chinese",1.0,4.1,2010,True
651,8299,Ai Mei Thai Restaurant,9EV3,San Petersburgo,"Thai, Restaurants",1.0,2.7,2010,False
673,86e7,Top China,9EV3,San Petersburgo,"Seafood, Restaurants, Chinese",0.5,1.0,2010,False
678,8803,Crab Shack Restaurant,9EV3,San Petersburgo,"Seafood, Restaurants",1.0,4.0,2010,True
691,8ad7,Stone Soup Cafe,9EV3,San Petersburgo,"Nightlife, Sandwiches, Soup, Salad, Restaurants, Bars, Food, Beer Bar, Pubs, Beer, Wine & Spirits, British",1.0,4.7,2010,True
714,8fb5,Cha Cha Coconuts Tropical Bar & Grill,9EV3,San Petersburgo,"Restaurants, Caribbean",1.0,2.1,2010,False
715,900b,India Grill,9EV3,San Petersburgo,"Pakistani, Restaurants, Indian",1.0,3.0,2010,False
747,989d,Hooks Sushi Bar & Thai Food,9EV3,San Petersburgo,"Chinese, Japanese, Sushi Bars, Restaurants, Thai",1.0,4.1,2010,True
748,98dc,Pincho Y Pincho,9EV3,San Petersburgo,"Spanish, Basque, Restaurants, Tapas Bars",1.0,4.8,2010,True
752,9946,Sila Thai Restaurant,9EV3,San Petersburgo,"Noodles, Restaurants, Thai, Food",1.0,4.0,2010,True
771,9e00,Panchero's Mexican Grill,9EV3,San Petersburgo,"Restaurants, Mexican",0.5,3.0,2010,False
784,a12c,Munch's Sundries & Restaurant,9EV3,San Petersburgo,"Sandwiches, Restaurants, Breakfast & Brunch",1.0,3.0,2010,False
788,a1c2,Georgie's Alibi,9EV3,San Petersburgo,"Dance Clubs, Cafes, Bars, Nightlife, Restaurants, Sports Bars, American (Traditional), Gastropubs, Burgers",1.0,3.2,2010,False
804,a44f,New York Bagel Shops,9EV3,San Petersburgo,"Restaurants, Food, Bagels",1.0,1.0,2010,False
809,a5be,Athenian's Gyros & Chicken,9EV3,San Petersburgo,"Middle Eastern, Greek, Restaurants, Mediterranean",1.0,3.0,2010,False
822,a82a,Portofino Italian Ristorante,9EV3,San Petersburgo,"Pizza, Restaurants, Food Delivery Services, Italian, Breakfast & Brunch, Food",1.0,3.3,2010,False
823,a8a8,Randy's West Indian Restaurant,9EV3,San Petersburgo,"Caribbean, Trinidadian, Restaurants, Indian",1.0,4.0,2010,True
824,a8be,Thuy Cafe,9EV3,San Petersburgo,"Bubble Tea, Vietnamese, Restaurants, Food, Sandwiches",1.0,3.3,2010,False
825,a95f,St. Pete Bagel Co.,9EV3,San Petersburgo,"Sandwiches, Restaurants, Bagels, Food, Donuts, Coffee & Tea",1.0,3.0,2010,False
831,abae,Cappy's Pizzeria,9EV3,San Petersburgo,"Restaurants, Pizza",1.0,3.6,2010,False
833,abe7,Thai Kitchen,9EV3,San Petersburgo,"Restaurants, Thai",1.0,4.4,2010,True
838,ad2f,Tick Tock Restaurant,9EV3,San Petersburgo,"American (New), Breakfast & Brunch, Restaurants, Diners",1.0,4.0,2010,True
859,b2fc,Kristina's Cafe,9EV3,San Petersburgo,"American (Traditional), Restaurants, Diners",1.0,3.0,2010,False
861,b34e,Banyan Cafe & Catering,9EV3,San Petersburgo,"Food, Breakfast & Brunch, Coffee & Tea, Restaurants",1.0,5.0,2010,True
907,be49,Babalu,9EV3,San Petersburgo,"Nightlife, Burgers, Bars, American (Traditional), Restaurants",0.5,2.0,2010,False
912,c028,Cafe Bohemia,9EV3,San Petersburgo,"Coffee & Tea, Art Galleries, Arts & Entertainment, Restaurants, Shopping, Beer, Wine & Spirits, Food",1.0,4.0,2010,True
931,c5f0,The King & I Restaurant,9EV3,San Petersburgo,"Restaurants, Thai",1.0,3.4,2010,False
936,c693,Primi Urban Cafe,9EV3,San Petersburgo,"Italian, Nightlife, Restaurants, Piano Bars",1.0,4.3,2010,True
940,c72c,Cafe Vienna,9EV3,San Petersburgo,"Breakfast & Brunch, German, Austrian, Restaurants",1.0,4.0,2010,True
942,c770,Beachwood BBQ & Burger,9EV3,San Petersburgo,"Burgers, Restaurants, Barbeque",1.0,3.3,2010,False
951,c820,Joey Brooklyn's Famous Pizza Kitchen,9EV3,San Petersburgo,"Sandwiches, Pizza, Restaurants, Salad",1.0,4.0,2010,True
964,cb0f,Hoppy's Corned Beef Corner,9EV3,San Petersburgo,"Breakfast & Brunch, American (Traditional), Delis, Soup, Restaurants",1.0,3.0,2010,False
969,ccc6,Burrito Boarder,9EV3,San Petersburgo,"Food, Restaurants, Specialty Food, Mexican",1.0,4.0,2010,True
973,cd29,Gateway Pizza and Pasta,9EV3,San Petersburgo,"Italian, Restaurants, Pizza",1.0,4.0,2010,True
1011,d639,Biff Burger & Buffy's BBQ,9EV3,San Petersburgo,"Burgers, Restaurants, Nightlife, Barbeque, Bars",1.0,3.7,2010,False
1026,d8d9,Cakes by Carolynn A Special Touch,9EV3,San Petersburgo,"Bakeries, Restaurants, Food",1.0,4.5,2010,True
1032,d9fb,Lucky Star Chinese,9EV3,San Petersburgo,"Restaurants, Chinese",1.0,5.0,2010,True
1043,dc36,Art of Sushi,9EV3,San Petersburgo,"Restaurants, Sushi Bars, Asian Fusion, Japanese, Steakhouses",1.0,2.8,2010,False
1051,de3e,Black Forest Cottage Restaurant,9EV3,San Petersburgo,"Food, Bakeries, German, Restaurants, Ice Cream & Frozen Yogurt",0.5,1.0,2010,False
1106,eaaa,Salem's Fresh Eats,9EV3,San Petersburgo,"Fast Food, Middle Eastern, Ethnic Food, Mediterranean, Chicken Wings, Diners, Seafood, Salad, Greek, Restaurants, Sandwiches, Specialty Food, Food",1.0,3.3,2010,False
1109,eb48,O' Bistro,9EV3,San Petersburgo,"American (New), Restaurants",1.0,4.0,2010,True
1142,f155,Museum of Fine Arts,9EV3,San Petersburgo,"Art Museums, Arts & Entertainment, Museums, Restaurants",1.0,4.0,2010,True
1197,feb0,Garden Restaurant,9EV3,San Petersburgo,"Food Delivery Services, Jazz & Blues, Food, American (Traditional), Arts & Entertainment, Mediterranean, Restaurants, Nightlife",1.0,3.4,2010,False
10,0124,Chopstick Express,9EV3,San Petersburgo,"Restaurants, Japanese, Chinese, Soup",1.0,3.5,2013,False
21,0261,Tsunami Japanese Steakhouse,9EV3,San Petersburgo,"Steakhouses, Restaurants, Sushi Bars, Japanese",1.0,3.8,2013,False
24,02a4,Lanna Thai and Sushi Restaurant,9EV3,San Petersburgo,"Thai, Restaurants",1.0,3.7,2013,False
36,03ff,The Moon Under Water,9EV3,San Petersburgo,"Nightlife, British, Pubs, Bars, Indian, Restaurants",1.0,3.8,2013,False
37,0449,Mid Peninsula Seafood,9EV3,San Petersburgo,"Restaurants, Seafood Markets, Food, Seafood, Specialty Food, Local Flavor",1.0,4.2,2013,True
41,04db,Central Coffee Shoppe,9EV3,San Petersburgo,"Breakfast & Brunch, Restaurants, Sandwiches, American (Traditional)",1.0,3.6,2013,False
44,04f1,Mekong Vietnamese Restaurant,9EV3,San Petersburgo,"Restaurants, Vietnamese",1.0,3.3,2013,False
68,0711,Angie's Cafe,9EV3,San Petersburgo,"Burgers, American (New), Restaurants",1.0,1.0,2013,False
72,077d,Estela's Mexican Restaurant,9EV3,San Petersburgo,"Mexican, Ethnic Food, Specialty Food, Restaurants, Food",1.0,3.0,2013,False
78,07b3,The Chattaway,9EV3,San Petersburgo,"Restaurants, Venues & Event Spaces, Burgers, Event Planning & Services, American (Traditional)",1.0,3.4,2013,False
87,0888,Sunrise Lanes,9EV3,San Petersburgo,"Bars, American (Traditional), Venues & Event Spaces, Bowling, Event Planning & Services, Nightlife, Lounges, Restaurants, Active Life",1.0,4.7,2013,True
90,08ac,4th Street Shrimp Store,9EV3,San Petersburgo,"Restaurants, Nightlife, Burgers, Beer Bar, Bars, Seafood",1.0,3.5,2013,False
105,0970,Central Pizza & Subs,9EV3,San Petersburgo,"Pizza, Food Delivery Services, Food, Restaurants",1.0,1.5,2013,False
108,09a2,Bula Kafe,9EV3,San Petersburgo,"Nightlife, Lounges, Coffee & Tea, Cafes, Bars, Restaurants, Food",1.0,4.0,2013,True
121,0ae3,Harold Seltzer's Steak House,9EV3,San Petersburgo,"Restaurants, Steakhouses, American (Traditional), Seafood",1.0,3.1,2013,False
151,0e4b,Italia Mia,9EV3,San Petersburgo,"Pizza, Italian, Restaurants",1.0,4.0,2013,True
157,0ec9,Johnny's Mediterranean Pizza & Restaurant,9EV3,San Petersburgo,"Automotive, Gas Stations, Breakfast & Brunch, American (Traditional), Pizza, Restaurants",1.0,4.5,2013,True
191,1305,Ryan's Meat Market & Deli,9EV3,San Petersburgo,"Food, Restaurants, Specialty Food, Meat Shops, Delis",1.0,5.0,2013,True
200,1403,Bayway Country Store and Butcher Shop,9EV3,San Petersburgo,"Convenience Stores, Butcher, Food, Beer, Wine & Spirits, Delis, Restaurants",1.0,4.0,2013,True
206,147a,Zeko's Mediterranean Grill,9EV3,San Petersburgo,"Greek, Middle Eastern, Restaurants, Seafood, Mediterranean",1.0,4.2,2013,True
247,18a0,Ha Long Bay,9EV3,San Petersburgo,"Asian Fusion, Restaurants, Cantonese, Dim Sum, Chinese, Vietnamese",1.0,3.2,2013,False
252,19cd,Fresco's Waterfront Bistro,9EV3,San Petersburgo,"Nightlife, Restaurants, Seafood, Bistros, American (Traditional), Bars",1.0,3.2,2013,False
281,1c0c,Great Wall,9EV3,San Petersburgo,"Restaurants, Chinese",1.0,2.0,2013,False
283,1c1a,Bowled Restaurant,9EV3,San Petersburgo,"Restaurants, American (New)",1.0,4.2,2013,True
291,1cd1,Spice Routes,9EV3,San Petersburgo,"Restaurants, Sandwiches, Mediterranean, Middle Eastern, Soup",0.5,5.0,2013,True
297,1d5c,Publix - Saint Petersburg,9EV3,San Petersburgo,"Specialty Food, Delis, Food, Meat Shops, Restaurants, Grocery",1.0,4.4,2013,True
312,1edf,Caribbean Cafe,9EV3,San Petersburgo,"Restaurants, American (New)",1.0,4.5,2013,True
328,204d,Williams Sub Shop,9EV3,San Petersburgo,"Restaurants, Sandwiches",1.0,4.5,2013,True
341,21e9,Toby's Original Little Italy Pizza,9EV3,San Petersburgo,"Italian, Pizza, Restaurants",1.0,4.0,2013,True
345,2287,Ferg's Sports Bar & Grill,9EV3,San Petersburgo,"Restaurants, Nightlife, American (Traditional), Bars, Sports Bars",1.0,3.5,2013,False
356,23f6,Boardwalk Pasta & Seafood,9EV3,San Petersburgo,"Seafood, Beer, Wine & Spirits, American (New), Nightlife, Bars, American (Traditional), Food, Restaurants",1.0,2.8,2013,False
366,2547,Buffalo City Bar & Grille,9EV3,San Petersburgo,"Nightlife, Sports Bars, Bars, Restaurants, Dive Bars, American (Traditional)",0.5,1.0,2013,False
379,2642,Cafe Croissant,9EV3,San Petersburgo,"Food, Restaurants, Cafes, Bakeries, French",1.0,2.0,2013,False
426,2caf,A Corner of England,9EV3,San Petersburgo,"Food, Coffee & Tea, Tea Rooms, Restaurants, Shopping",1.0,3.4,2013,False
450,2fce,Fray's Donut House,9EV3,San Petersburgo,"Breakfast & Brunch, Coffee & Tea, Restaurants, Donuts, Food",1.0,4.0,2013,True
466,3156,Mad Fish,9EV3,San Petersburgo,"Restaurants, American (Traditional), Steakhouses, Seafood",1.0,3.7,2013,False
470,31a5,K C's Korner Restaurant,9EV3,San Petersburgo,"Breakfast & Brunch, Restaurants, American (Traditional)",1.0,4.0,2013,True
479,3219,Fish Tales,9EV3,San Petersburgo,"Bars, Seafood, Steakhouses, Nightlife, Restaurants, Dive Bars",1.0,3.3,2013,False
480,325a,"Westshore Pizza Southside, Inc",9EV3,San Petersburgo,"Restaurants, Pizza",1.0,3.3,2013,False
522,36af,Asian Wok,9EV3,San Petersburgo,"Restaurants, Chinese",1.0,4.0,2013,True
532,37d2,Mastry's,9EV3,San Petersburgo,"Bars, Restaurants, Nightlife, American (Traditional)",1.0,4.0,2013,True
552,39b9,McNally's Neighborhood Grill,9EV3,San Petersburgo,Restaurants,1.0,5.0,2013,True
573,3c6d,Yaya's Flame Broiled Chicken,9EV3,San Petersburgo,"Chicken Wings, Restaurants",1.0,4.0,2013,True
615,41bd,The Burg Bar & Grill,9EV3,San Petersburgo,"American (New), Nightlife, Restaurants, Bars, Food, Beer, Wine & Spirits, American (Traditional)",1.0,4.2,2013,True
660,46b7,Cafe Mozart,9EV3,San Petersburgo,"Food, Restaurants, Bakeries, Cafes",1.0,3.6,2013,False
666,4750,Spring Garden Family Restaurant,9EV3,San Petersburgo,"Restaurants, American (New), Comfort Food, Breakfast & Brunch",1.0,3.5,2013,False
694,4b72,The Kitchen,9EV3,San Petersburgo,"Bars, Restaurants, American (Traditional), Hookah Bars, American (New), Nightlife, Sandwiches",1.0,3.3,2013,False
698,4bde,Mazzaro's Italian Market,9EV3,San Petersburgo,"Specialty Food, Delis, Coffee Roasteries, Butcher, Meat Shops, Food, Restaurants, Grocery, Italian",1.0,4.7,2013,True
702,4c77,St Petersburg Pier,9EV3,San Petersburgo,"Local Flavor, Active Life, Tours, Hotels & Travel, American (Traditional), Arts & Crafts, Shopping, Restaurants, Arts & Entertainment, Aquariums",1.0,4.0,2013,True
752,5191,Gratzzi Italian Grille,9EV3,San Petersburgo,"Restaurants, Italian",1.0,3.7,2013,False
770,53e7,Skyway Jack's,9EV3,San Petersburgo,"Breakfast & Brunch, Restaurants",1.0,4.1,2013,True
786,5546,China Kitchen,9EV3,San Petersburgo,"Chinese, Restaurants",1.0,3.8,2013,False
789,55ab,Chicago Deli,9EV3,San Petersburgo,"Restaurants, Delis",1.0,4.0,2013,True
810,57a9,Taps & Tequila,9EV3,San Petersburgo,"Tapas Bars, Nightlife, Champagne Bars, Pubs, American (Traditional), Restaurants, Bars, Lounges",1.0,3.5,2013,False
838,5a2b,PoFolks,9EV3,San Petersburgo,"American (Traditional), Restaurants, American (New), Southern",1.0,4.3,2013,True
849,5b58,Simply Delicious - Country Market & Deli,9EV3,San Petersburgo,"Restaurants, Delis, Cuban, Sandwiches, Spanish",0.5,1.0,2013,False
859,5bc8,Pasadena Bar & Grill,9EV3,San Petersburgo,"American (Traditional), Restaurants, Sandwiches, Breakfast & Brunch",1.0,3.0,2013,False
865,5c52,Thai Wok,9EV3,San Petersburgo,"Thai, Restaurants",1.0,4.1,2013,True
890,5f2a,Village Inn,9EV3,San Petersburgo,"American (Traditional), Restaurants, Breakfast & Brunch",1.0,3.4,2013,False
897,5fbc,Highstone Cafe,9EV3,San Petersburgo,"Diners, Breakfast & Brunch, Restaurants, Cafes, American (Traditional), Local Flavor, Food",1.0,4.0,2013,True
900,5fe4,Fortunato's Italian Market,9EV3,San Petersburgo,"Pizza, Restaurants, Italian, Chicken Wings",1.0,2.9,2013,False
913,6188,Jo-Jo's In Citta,9EV3,San Petersburgo,"Pizza, Italian, Restaurants",1.0,3.3,2013,False
915,61ba,Doe Doe's Diner,9EV3,San Petersburgo,"Coffee & Tea, Breakfast & Brunch, Restaurants, Food",1.0,3.8,2013,False
922,6252,Parkshore Grill,9EV3,San Petersburgo,"Caterers, American (New), Food, Seafood, American (Traditional), Restaurants, Event Planning & Services, Steakhouses",1.0,3.3,2013,False
926,62c3,Mario's NY Pizza,9EV3,San Petersburgo,"Restaurants, Pizza",1.0,4.5,2013,True
937,6435,Dooners,9EV3,San Petersburgo,"Fast Food, Turkish, German, Greek, Mediterranean, Restaurants",1.0,3.6,2013,False
940,6480,Sushi Zen,9EV3,San Petersburgo,"Sushi Bars, Korean, Restaurants",1.0,2.7,2013,False
960,6655,Kahwa Coffee,9EV3,San Petersburgo,"Desserts, Food, Coffee & Tea, Sandwiches, Restaurants",1.0,4.4,2013,True
967,66e0,The Melting Pot,9EV3,San Petersburgo,"American (New), Fondue, Gluten-Free, Restaurants, Salad",1.0,3.8,2013,False
982,6806,Engine No 9,9EV3,San Petersburgo,"American (Traditional), Food, Burgers, Nightlife, Food Delivery Services, Sports Bars, Cajun/Creole, Bars, Restaurants, American (New), Pubs",1.0,4.5,2013,True
997,6948,Burger King,9EV3,San Petersburgo,"Burgers, Restaurants, Fast Food, Hot Dogs",0.5,2.5,2013,False
1010,6aea,Moscato's Bella Cucina,9EV3,San Petersburgo,"Restaurants, Italian",1.0,3.9,2013,False
1012,6af8,Dairy Inn,9EV3,San Petersburgo,"Restaurants, Ice Cream & Frozen Yogurt, Chicken Wings, Food, Sandwiches, Hot Dogs, Comfort Food, Burgers",1.0,4.4,2013,True
