id_centros_hosteleria,centros_hosteleria,direccion,id_condado,condado,codigo_postal_condado,latitud_condado,longitud_condado,id_ciudad,ciudad,codigo_postal_ciudad,latitud_ciudad,longitud_ciudad,estado,categorias,puntuacion_usuarios,analisis_sentimientos,anio
043R7,Homewood Suites by Hilton St. Petersburg Clearwater,2233 Ulmerton Rd,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Event Planning & Services, Hotels & Travel, Hotels",3,positivo,2010
MM78G,Homewood Suites by Hilton Tampa Airport - Westshore,5325 Avion Park Dr,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels, Event Planning & Services, Hotels & Travel",2.5,positivo,2010
P8KIA,Homewood Suites by Hilton Tampa-Brandon,10240 Palm River Rd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Hotels, Active Life, Hotels & Travel",4,positivo,2010
SV6MX,Hotel Indigo Saint Petersburg Downtown,234 3rd Ave N,L0b3,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,p9Ny,St. Petersburg,33701,27.7671271,-82.6384451,Florida,"Event Planning & Services, Venues & Event Spaces, Hotels, Hotels & Travel",3,positivo,2010
A6NI9,La Quinta by Wyndham Tampa Central,3826 West Waters Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels, Event Planning & Services, Hotels & Travel",2,negativo,2010
DOKPM,Tampa Union Station,601 N Nebraska Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Transportation, Train Stations, Hotels & Travel",3,positivo,2010
2WJ9V,Admiral's Club,Null,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Food, Beer, Wine & Spirits, Airports, Hotels & Travel, Airport Lounges, Nightlife, Bars",3.5,positivo,2010
GD14F,The Resort and Club at Little Harbor,611 Destiny Drive,YvhA,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,D8OX,Ruskin,33570,27.7208633,-82.4331495,Florida,"Hostels, Resorts, Hotels & Travel, Hotels, Event Planning & Services",3.5,positivo,2010
NWQSL,Florida Currency Exchange,250 Westshore Blvd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Financial Services, Currency Exchange, Travel Services, Banks & Credit Unions, Hotels & Travel",4,positivo,2010
DGWP6,Fairfield Inn St. Petersburg Clearwater,3211 Executive Dr,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Hotels, Hotels & Travel, Event Planning & Services",3.5,positivo,2010
Z69KI,Fairfield Inn & Suites Tampa Fairgrounds/Casino,6720 Lakeview Center Dr,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Hotels & Travel, Hotels",3,positivo,2010
RFE88,Fairfield Inn & Suites Tampa Brandon,10150 Palm River Road,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Hotels, Event Planning & Services",2.5,positivo,2010
TD5JE,Fairfield Inn & Suites Clearwater,3070 Gulf To Bay Blvd,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Hotels & Travel, Event Planning & Services, Hotels",4,positivo,2010
MPCS5,Advantage Rent A Car,5012 w laurel st,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Car Rental, Hotels & Travel",2,negativo,2010
NE87Q,Four Points by Sheraton Suites Tampa Airport Westshore,4400 W Cypress St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Hotels, Hotels & Travel, Venues & Event Spaces",3.5,positivo,2010
1T7UZ,Hampton Inn Tampa/Rocky Point-Airport,3035 N Rocky Point Dr E,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Hotels, Hotels & Travel",3,positivo,2010
2FHVC,Hillsborough Area Regional Transit,1201 E 7th Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Public Transportation, Transportation",2.5,positivo,2010
ZS6UU,Holiday Inn Express & Suites Tampa-Anderson Rd/Veterans Exp,9402 Corporate Lake Dr,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Venues & Event Spaces, Hotels & Travel, Hotels",3.5,positivo,2010
8EEGK,Holiday Inn Express & Suites Tampa -Usf-Busch Gardens,2807 E Busch Blvd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Hotels, Venues & Event Spaces, Event Planning & Services",2.5,positivo,2010
5RO4L,Holiday Inn Express & Suites St. Petersburg North,2171 54th Ave North,L0b3,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,p9Ny,St. Petersburg,33701,27.7671271,-82.6384451,Florida,"Hotels & Travel, Hotels, Venues & Event Spaces, Event Planning & Services",3,positivo,2010
32T1V,Holiday Inn Express & Suites Spring Hill,"3528 Commercial Way US 19, Us 19",EBet,Hernando,"34601, 34608, 34609",28.5578826,-82.4752757,I0WF,Spring Hill,"34606, 34609",28.4831682,-82.5369872,Florida,"Hotels, Venues & Event Spaces, Hotels & Travel, Event Planning & Services",2.5,positivo,2010
PBOHG,Holiday Inn Express & Suites Plant City,2102 N Park Rd,Rbq6,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,7QXG,Plant City,"33563, 33566",28.0186323,-82.1128641,Florida,"Event Planning & Services, Hotels, Hotels & Travel, Venues & Event Spaces",4.5,positivo,2010
KMMX6,Embassy Suites by Hilton Tampa USF Near Busch Gardens,3705 Spectrum Blvd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Caterers, Hotels & Travel, Hotels",2.5,positivo,2010
0WG1Z,Holiday Inn Clearwater Beach S-Harbourside,401 Second St,4kPT,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,SOWC,Indian Rocks Beach,33785,27.8960019,-82.846561,Florida,"Venues & Event Spaces, Hotels & Travel, Event Planning & Services, Hotels",3,positivo,2010
ZWTK5,Gram's Place,3109 N Ola Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Hostels, Bed & Breakfast, Hotels, Event Planning & Services",4,negativo,2010
IO26W,Grand Plaza Hotel,5250 Gulf Blvd,2BPR,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,emDA,St. Pete Beach,33706,27.7428134,-82.7504542,Florida,"Hotels & Travel, Hotels, Event Planning & Services",3,positivo,2010
IDQ94,Treasure Island Beach Club Resort,11750 Gulf Blvd,,,,,,,Treasure Is,,,,Florida,"Hotels, Event Planning & Services, Hotels & Travel",2.5,negativo,2010
SKIL2,Far Horizons Motel,17248 Gulf Blvd,,,,,,,N Redngtn Bch,,,,Florida,"Event Planning & Services, Hotels, Hotels & Travel",5,positivo,2010
UGLFB,Alden Suites A Beachfront Resort,5900 Gulf Blvd,,,,,,,Saint Pete Beach,,,,Florida,"Hotels & Travel, Event Planning & Services, Hotels",3.5,positivo,2010
F6M5N,Pass-A-Grille Beach,Null,,,,,,,Pass-a-Grille Beach,,,,Florida,"Active Life, Event Planning & Services, Hotels & Travel, Hotels, Restaurants, Beaches",4.5,positivo,2010
H4MQ6,The Pier Aquarium,800 2nd Ave NE,L0b3,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,p9Ny,St. Petersburg,33701,27.7671271,-82.6384451,Florida,"Arts & Entertainment, Active Life, Hotels & Travel, Aquariums, Museums, Tours",3,positivo,2010
NOOUJ,The Pier,"800 2nd Ave NE, Ste 1",vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Hotels & Travel, Tours",3.5,negativo,2010
ER6HI,Grand Hyatt Tampa Bay,2900 Bayport Dr,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Event Planning & Services, Restaurants, American (New), Hotels",4,positivo,2010
YNRVL,The New York Diner,2126 Jelane Dr,Ye5b,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,HGEX,Valrico,"33594, 33596",27.9462615,-82.2420317,Florida,"Diners, Bed & Breakfast, Hotels & Travel, Restaurants",4,positivo,2010
6FPCA,Hampton Inn Clearwater - Central,21030 US Hwy 19 N,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Hotels, Hotels & Travel, Event Planning & Services",2.5,positivo,2010
TAM90,Hampton Inn & Suites Tampa/Ybor City/Downtown,1301 E 7th Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Hotels, Venues & Event Spaces, Hotels & Travel",3.5,positivo,2010
RDKNT,Hampton Inn & Suites Tampa-North,8210 Hidden River Pkwy,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Hotels & Travel, Hotels",4,positivo,2010
MSOO9,Hampton Inn & Suites St. Petersburg/Downtown,80 Beach Dr NE,L0b3,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,p9Ny,St. Petersburg,33701,27.7671271,-82.6384451,Florida,"Hotels, Event Planning & Services, Hotels & Travel, Venues & Event Spaces",4,positivo,2010
WSCPN,Hampton Inn & Suites Port Richey,11050 US Highway 19,S9aR,Pasco,"34637, 34652, 34668",28.3232418,-82.4319405,9LT4,Port Richey,34668,28.2716755,-82.7195451,Florida,"Event Planning & Services, Hotels, Hotels & Travel",4,neutral,2010
RFB3Q,Hampton Inn & Suites Largo,100 E Bay Dr,e3jL,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,LIFE,Largo,"33770, 33771",27.9094665,-82.7873244,Florida,"Hotels & Travel, Event Planning & Services, Hotels",3.5,positivo,2010
3PLLZ,Hampton Inn Tampa/Brandon,10110 Horace Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Venues & Event Spaces, Hotels, Hotels & Travel",2.5,positivo,2010
QK7LR,Holiday Inn,521 S. Gulfview Boulevard,O4uN,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,EXHF,Clearwater Beach,33767,27.972065,-82.8285877,Florida,"Event Planning & Services, Resorts, Hotels, Hotels & Travel, Venues & Event Spaces",3.5,positivo,2010
SY879,Hampton Inn Tampa-International Airport/Westshore,4817 W Laurel St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Hotels, Event Planning & Services",3,positivo,2010
SE8CI,Hilton St. Petersburg Carillon Park,950 Lake Carillon Dr,vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Hotels & Travel, Event Planning & Services, Hotels",4,positivo,2010
CE9BO,Bilmar Beach Resort,10650 Gulf Blvd,fOTb,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,dEd9,Treasure Island,33706,27.7691937,-82.7689906,Florida,"Caterers, Hotels, Resorts, Party & Event Planning, Venues & Event Spaces, Event Planning & Services, Hotels & Travel",3.5,positivo,2010
2EPF8,Beach Drive Inn,532 Beach Dr NE,vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Hotels, Event Planning & Services, Hotels & Travel, Guest Houses, Vacation Rentals, Bed & Breakfast",4.5,positivo,2010
8NEGH,Bay Harbor Hotel,7700 W Courtney Campbell Cswy,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels, Hotels & Travel, Event Planning & Services",2.5,positivo,2010
HFEPO,Avis Rent-A-Car - Tampa Intl Airport,4030 George J Bean Pkwy,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Car Rental, Hotels & Travel",2,positivo,2010
3MYG7,ZooTampa at Lowry Park,1101 W Sligh Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Zoos, Tours, Arts & Entertainment, Hotels & Travel, Active Life",4,positivo,2010
QHG1L,Wingate By Wyndham Tampa,3751 E Fowler Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Event Planning & Services, Hotels",2.5,positivo,2010
PVY4H,Blind Pass Resort,7901 Blind Pass Rd,2BPR,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,emDA,St. Pete Beach,33706,27.7428134,-82.7504542,Florida,"Hotels & Travel, Event Planning & Services, Hotels",3,positivo,2010
ZN796,Waterside At Coquina Key,"4810 Coquina Key Dr SE, Ste A",vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Hotels & Travel, Home Services",3,positivo,2010
NBI5A,Hilton Tampa Airport Westshore,2225 N Lois Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Caterers, Hotels & Travel, Event Planning & Services, Hotels, Venues & Event Spaces",3,positivo,2010
9FO83,TradeWinds Island Grand,5500 Gulf Blvd,2BPR,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,emDA,St. Pete Beach,33706,27.7428134,-82.7504542,Florida,"Hotels, Event Planning & Services, Hotels & Travel, Resorts",3,positivo,2010
BMCDY,TownePlace Suites Tampa North/I-75 Fletcher,6800 Woodstork Rd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Hotels & Travel, Hotels",2.5,positivo,2010
N32PT,The Westin Tampa Waterside,725 South Harbour Island Blvd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Hotels & Travel, Venues & Event Spaces, Hotels",2.5,negativo,2010
MBO9J,The Westin Tampa Bay,7627 W Courtney Campbell Cswy,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Venues & Event Spaces, Hotels, Hotels & Travel, Event Planning & Services",3,positivo,2010
09DNN,The Vinoy Renaissance St. Petersburg Resort & Golf Club,501 5th Ave NE,L0b3,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,p9Ny,St. Petersburg,33701,27.7671271,-82.6384451,Florida,"Hotels, Breakfast & Brunch, Hotels & Travel, Restaurants, Resorts, Venues & Event Spaces, Nightlife, Event Planning & Services",4,positivo,2010
YALAZ,Village Green Active 55+,2001 83rd Avenue N.,L0b3,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,p9Ny,St. Petersburg,33701,27.7671271,-82.6384451,Florida,"Retirement Homes, Hotels & Travel, Local Services, Community Service/Non-Profit, Health & Medical, Home Services, Vacation Rentals, Condominiums, Real Estate",2.5,positivo,2010
N0XGV,Bob Evans,4900 34th St S,L0b3,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,p9Ny,St. Petersburg,33701,27.7671271,-82.6384451,Florida,"Bed & Breakfast, Restaurants, Hotels & Travel, Breakfast & Brunch, Comfort Food, Salad, American (Traditional)",2.5,positivo,2010
SUNUA,Treasure Bay Resort & Marina,11125 Gulf Blvd,fOTb,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,dEd9,Treasure Island,33706,27.7691937,-82.7689906,Florida,"Hotels, Event Planning & Services, Hotels & Travel",3.5,positivo,2010
VHPL8,Budget,5503 W Spruce St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Car Rental, Transportation",2,negativo,2010
YMHXC,Hilton St. Petersburg Bayfront,333 1st St SE,vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Hotels, Hotels & Travel, Event Planning & Services, Venues & Event Spaces, Resorts",2.5,negativo,2010
GXQ8Q,Hilton Garden Inn Tampa Northwest/Oldsmar,4052 Tampa Rd,WAVo,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,96OP,Oldsmar,34677,28.0341847,-82.6650992,Florida,"Event Planning & Services, Hotels, Hotels & Travel, Venues & Event Spaces",3,positivo,2010
61BSI,Hilton Garden Inn Tampa North,13305 Tampa Oaks Blvd,4d4r,Hillsborough,33617,27.9967,-82.4381,10h4,Temple Terrace,33617,28.035,-82.383,Florida,"Event Planning & Services, Venues & Event Spaces, Hotels, Hotels & Travel",2.5,positivo,2010
SXTHF,Hilton Garden Inn Tampa East/Brandon,10309 Highland Manor Dr,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Hotels, Event Planning & Services",3.5,positivo,2010
JB9DK,Bon-Aire Resort,4350 Gulf Blvd,2BPR,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,emDA,St. Pete Beach,33706,27.7428134,-82.7504542,Florida,"Event Planning & Services, Hotels, Hotels & Travel",4.5,positivo,2010
5L9J7,Hilton Garden Inn Tampa Airport Westshore,5312 Avion Park Dr,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Hotels & Travel, Hotels",3.5,positivo,2010
PP7LV,Hilton Clearwater Beach Resort & Spa,400 Mandalay Ave,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Event Planning & Services, Hotels & Travel, Hotels, Travel Services",2.5,positivo,2010
8OMGS,Enterprise Rent-A-Car,3909 W Hillsborough Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Car Rental",2.5,positivo,2010
0A7DS,Tarpon Inn,110 W Tarpon Ave,Nq9L,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,3IGC,Tarpon Springs,"34688, 34689",28.1461248,-82.7567679,Florida,Hotels & Travel,1.5,negativo,2010
AU54B,Holiday Inn Express Clearwater East - Icot Center,13625 Icot Blvd,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Hotels & Travel, Hotels, Event Planning & Services, Venues & Event Spaces",3.5,positivo,2010
ZS45T,Clearwater Beach Marriott Suites on Sand Key,1201 Gulf Boulevard,O4uN,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,EXHF,Clearwater Beach,33767,27.972065,-82.8285877,Florida,"Hotels, Hotels & Travel, Event Planning & Services, Venues & Event Spaces",3.5,positivo,2010
EXPKX,Budget Car Rental,"9331 E Adamo Dr, Ste 133",W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Car Rental",2.5,positivo,2010
XOBB9,Cab Plus Taxi,4810 N Hale Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Airport Shuttles, Car Rental, Transportation, Hotels & Travel, Taxis, Limos, Airports",3.5,positivo,2010
HQL9W,Cigar City Brewing,3924 W Spruce St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Tours, Food, Wine Tours, Arts & Entertainment, Hotels & Travel, Breweries, Wineries, Wine Tasting Room",4.5,positivo,2010
X9K2M,Carl's Van Rentals,1110 N Westshore Blvd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Truck Rental, Hotels & Travel, Car Rental, Transportation, Airport Shuttles, Automotive",3.5,positivo,2010
D6LGE,Carnival Cruise Lines,651 Channelside Dr,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Tours, Arts & Entertainment",2.5,positivo,2010
7V26E,Embassy Suites by Hilton Tampa Downtown Convention Center,513 S Florida Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Cafes, Hotels & Travel, Hotels, Restaurants, Event Planning & Services",2.5,positivo,2010
