id_centros_entretenimiento,centros_entretenimiento,direccion,id_condado,condado,codigo_postal_condado,latitud_condado,longitud_condado,id_ciudad,ciudad,codigo_postal_ciudad,latitud_ciudad,longitud_ciudad,estado,categorias,puntuacion_usuarios,analisis_sentimientos,url_del_negocio,anio,categoria_general,atributo,categoria,ranquing_por_usuario,url
KYIGZ,Heritage Village & Historical Museum,11909 125th St N,e3jL,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,LIFE,Largo,"33770, 33771",27.9094665,-82.7873244,Florida,"Arts & Entertainment, Museums, Public Services & Government, Landmarks & Historical Buildings",5,positivo,,2011,Entretenimiento,,,,
BWB64,Howl-O-Scream,3000 E Busch Blvd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Local Flavor, Performing Arts, Active Life, Amusement Parks, Haunted Houses, Arts & Entertainment",3.5,positivo,,2011,Entretenimiento,,,,
T8T3C,J.C. Newman Cigar Company,2701 N 16th St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Historical Tours, Shopping, Tobacco Shops, Museums, Arts & Entertainment, Hotels & Travel, Tours",4.5,positivo,,2011,Entretenimiento,,,,
MDE0H,MOSI,4801 E Fowler Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Arts & Entertainment, Tours, Cinema, Hotels & Travel, Museums",3,positivo,,2011,Entretenimiento,,,,
W09V2,Manatee Viewing Center,6990 Dickman Rd,dDzA,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,20PF,Apollo Beach,33572,27.7730836,-82.4075935,Florida,"Zoos, Active Life",4.5,positivo,,2011,Entretenimiento,,,,
U0VML,Museum of Fine Arts,255 Beach Dr NE,vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Art Museums, Arts & Entertainment, Museums, Restaurants",4,positivo,,2011,Entretenimiento,,,,
V6JX4,Mustang Flea Market,7901 Park Blvd,1U8v,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,SJ01,Pinellas Park,33781,27.8428025,-82.6995443,Florida,"Arts & Entertainment, Flea Markets, Shopping, Cinema",4.5,positivo,,2011,Entretenimiento,,,,
SFLXY,North Shore Aquatic Center,901 N Shore Dr NE,L0b3,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,p9Ny,St. Petersburg,33701,27.7671271,-82.6384451,Florida,"Swimming Lessons/Schools, Specialty Schools, Swimming Pools, Active Life, Amusement Parks, Fitness & Instruction, Education",4,positivo,,2011,Entretenimiento,,,,
NN6VP,Oakfield Lanes Of Brandon,1001 Oakfield Dr,uHNL,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,W2W7,Brandon,"33510, 33511",27.937801,-82.2859247,Florida,"Active Life, Event Planning & Services, Amusement Parks, Bowling, Venues & Event Spaces",3.5,positivo,,2011,Entretenimiento,,,,
7W86V,GameTime,1600 E 8th Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Sports Bars, Arts & Entertainment, Venues & Event Spaces, Books, Mags, Music & Video, Amusement Parks, American (Traditional), Shopping, Restaurants, Videos & Video Game Rental, Active Life, Bars, Arcades, Nightlife",3,positivo,,2011,Entretenimiento,,,,
UAB0M,Britton 8 Movies,3938 S Dale Mabry Hwy,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Arts & Entertainment, Cinema",3,positivo,,2011,Entretenimiento,,,,
R69E6,Pin Chasers,4847 N Armenia Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Amusement Parks, Active Life, Venues & Event Spaces, Event Planning & Services, Nightlife, Bowling, Bars, Leisure Centers, Recreation Centers, Sports Bars",4,positivo,,2011,Entretenimiento,,,,
ER8QF,Regal Largo Mall,"10500 Ulmerton Rd E, Ste 500",e3jL,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,LIFE,Largo,"33770, 33771",27.9094665,-82.7873244,Florida,"Arts & Entertainment, Cinema",3,positivo,,2011,Entretenimiento,,,,
7SU36,Regal Park Place & RPX,7200 US Highway 19 North,1U8v,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,SJ01,Pinellas Park,33781,27.8428025,-82.6995443,Florida,"Arts & Entertainment, Cinema",3,negativo,,2011,Entretenimiento,,,,
NPJ52,Ruskin Family Drive-In Theater,5011 US Hwy 41 N,YvhA,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,D8OX,Ruskin,33570,27.7208633,-82.4331495,Florida,"Cinema, Arts & Entertainment, Drive-In Theater",4.5,positivo,,2011,Entretenimiento,,,,
FY1DD,Seaside Seabird Sanctuary,18328 Gulf Blvd,llVN,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,03vv,Indian Shores,33785,27.862801,-82.8484373,Florida,"Pet Stores, Community Service/Non-Profit, Parks, Pets, Zoos, Animal Shelters, Active Life, Local Services",4.5,positivo,,2011,Entretenimiento,,,,
SLXIB,SkateWorld,7510 Paula Dr,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Active Life, Event Planning & Services, Skating Rinks, Party & Event Planning, Sporting Goods, Amusement Parks, Home Services, Shopping, Home Cleaning",3.5,positivo,,2011,Entretenimiento,,,,
5O7S3,Smugglers Cove Adventure Golf,19463 Gulf Blvd,llVN,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,03vv,Indian Shores,33785,27.862801,-82.8484373,Florida,"Mini Golf, Amusement Parks, Active Life, Golf",4,positivo,,2011,Entretenimiento,,,,
24FJX,Spongeorama,510 Dodecanese Blvd,Nq9L,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,3IGC,Tarpon Springs,"34688, 34689",28.1461248,-82.7567679,Florida,"Museums, Gift Shops, Local Flavor, Shopping, Arts & Entertainment, Flowers & Gifts",3.5,positivo,,2011,Entretenimiento,,,,
C6WVO,St Petersburg Museum of History,335 2nd Ave NE,vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Arts & Entertainment, Museums, Shopping, Event Planning & Services, Art Galleries, Venues & Event Spaces",3.5,positivo,,2011,Entretenimiento,,,,
6A4AG,St Petersburg Pier,"800 2nd Ave NE, Ste 3002",vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Local Flavor, Active Life, Tours, Hotels & Travel, American (Traditional), Arts & Crafts, Shopping, Restaurants, Arts & Entertainment, Aquariums",3,positivo,,2011,Entretenimiento,,,,
10BER,Stop & Play,10933 US Hwy 19,S9aR,Pasco,"34637, 34652, 34668",28.3232418,-82.4319405,9LT4,Port Richey,34668,28.2716755,-82.7195451,Florida,"Amusement Parks, Active Life, Mini Golf",2.5,positivo,,2011,Entretenimiento,,,,
53A0P,Straz Center for the Performing Arts,1010 N Wc MacInnes Pl,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Community Service/Non-Profit, Arts & Entertainment, Nightlife, Cinema, Performing Arts, Local Services, Music Venues",4,positivo,,2011,Entretenimiento,,,,
ZINUH,Suncoast Primate Sanctuary Foundation,4600 Alt 19,Zhuo,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,IKXB,Palm Harbor,"34683, 34684",28.0780718,-82.7637127,Florida,"Zoos, Active Life, Community Service/Non-Profit, Local Services",3,positivo,,2011,Entretenimiento,,,,
U3MO8,Sunset Point Cinema Bar & Grille,24095 US Hwy 19 N,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Salad, American (Traditional), Restaurants, Arts & Entertainment, Cinema",3.5,positivo,,2011,Entretenimiento,,,,
LULLR,Surf Style,315 S Gulfview Blvd,O4uN,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,EXHF,Clearwater Beach,33767,27.972065,-82.8285877,Florida,"Sporting Goods, Shopping, Sports Wear, Fashion, Amusement Parks, Women's Clothing, Active Life, Surfing, Swimwear, Drugstores",3,positivo,,2011,Entretenimiento,,,,
L8DRD,Tampa Bay Automobile Museum,3301 Gateway Centre Blvd,1U8v,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,SJ01,Pinellas Park,33781,27.8428025,-82.6995443,Florida,"Museums, Arts & Entertainment",5,positivo,,2011,Entretenimiento,,,,
QM6BS,Tampa Bay Buccaneers,4201 N Dale Mabry Hwy,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Amusement Parks, Active Life, Professional Sports Teams, Stadiums & Arenas, Arts & Entertainment",4,negativo,,2011,Entretenimiento,,,,
D0L94,Tampa Bay History Center,801 Water St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Arts & Entertainment, Museums",4.5,positivo,,2011,Entretenimiento,,,,
K33AR,Tampa Museum of Art,120 W Gasparilla Plz,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Art Galleries, Arts & Entertainment, Museums, Shopping, Art Museums",3.5,positivo,,2011,Entretenimiento,,,,
IWSKO,Tampa Pitcher Show,14416 N Dale Mabry Hwy,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"American (New), Arts & Entertainment, Music Venues, Nightlife, Restaurants, Cinema, Event Planning & Services, Venues & Event Spaces",3.5,positivo,,2011,Entretenimiento,,,,
2V69L,Tampa Theatre,711 N Franklin St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Arts & Entertainment, Cinema, Music Venues, Nightlife, Venues & Event Spaces, Event Planning & Services",4.5,positivo,,2011,Entretenimiento,,,,
ASKIL,Tarpon Springs Aquarium and Animal Sanctuary,1722 N Pinellas Ave,Nq9L,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,3IGC,Tarpon Springs,"34688, 34689",28.1461248,-82.7567679,Florida,"Tours, Hotels & Travel, Active Life, Zoos, Aquariums, Amusement Parks",3.5,positivo,,2011,Entretenimiento,,,,
5Z38H,The Dali Museum,1 Dali Blvd,vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Museums, Arts & Entertainment, Art Museums, Shopping, Art Galleries",4.5,positivo,,2011,Entretenimiento,,,,
UXZRZ,The Florida Aquarium,701 Channelside Dr,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Active Life, Day Camps, Aquariums, Venues & Event Spaces, Event Planning & Services, Arts & Entertainment, Education, Wedding Planning, Local Services, Botanical Gardens, Elementary Schools, Community Service/Non-Profit",3.5,positivo,,2011,Entretenimiento,,,,
T15ZM,The Florida Holocaust Museum,55 5th St S,vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Museums, Arts & Entertainment",4,negativo,,2011,Entretenimiento,,,,
A51C5,The Pier Aquarium,800 2nd Ave NE,L0b3,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,p9Ny,St. Petersburg,33701,27.7671271,-82.6384451,Florida,"Arts & Entertainment, Active Life, Hotels & Travel, Aquariums, Museums, Tours",3,positivo,,2011,Entretenimiento,,,,
90RHR,Touchstar Cinemas - Spring Hill 8,2955 Commercial Way,EBet,Hernando,"34601, 34608, 34609",28.5578826,-82.4752757,I0WF,Spring Hill,"34606, 34609",28.4831682,-82.5369872,Florida,"Arts & Entertainment, Cinema",4,positivo,,2011,Entretenimiento,,,,
FEUC6,Treasure Island Fun Center,7770 Seminole Blvd,FZkQ,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,8ZKX,Seminole,33772,27.8397466,-82.7912134,Florida,"Pizza, Arcades, Active Life, Arts & Entertainment, Event Planning & Services, Amusement Parks, Party & Event Planning, Restaurants",4,positivo,,2011,Entretenimiento,,,,
5XWRA,X-Treme Fun Center,13211 93rd St N,e3jL,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,LIFE,Largo,"33770, 33771",27.9094665,-82.7873244,Florida,"Active Life, Amusement Parks, Arts & Entertainment, Party & Event Planning, Arcades, Event Planning & Services, Laser Tag, Batting Cages",3.5,positivo,,2011,Entretenimiento,,,,
AV78K,Xtreme Adventures,24810 State Rd 54,cwIb,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,1GQ7,Lutz,"33548, 33549",28.1511243,-82.4614831,Florida,"Amusement Parks, Arts & Entertainment, Kids Activities, Team Building Activities, Event Planning & Services, Venues & Event Spaces, Challenge Courses, Arcades, Fitness & Instruction, Gyms, Laser Tag, Active Life",2.5,positivo,,2011,Entretenimiento,,,,
SI4BS,Ybor City Chamber of Commerce Visitor Information Center,1600 E 8th Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Community Service/Non-Profit, Local Services, Hotels & Travel, Travel Services, Visitor Centers, Arts & Entertainment, Shopping, Landmarks & Historical Buildings, Museums, Souvenir Shops, Public Services & Government",4.5,positivo,,2011,Entretenimiento,,,,
4QTY2,Ybor City Museum State Park,1818 E 9th Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Museums, Arts & Entertainment",4,positivo,,2011,Entretenimiento,,,,
GO1OE,Big Cat Rescue,12802 Easy St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Zoos, Active Life, Tours, Arts & Entertainment, Pets, Education, Animal Shelters",4.5,positivo,,2011,Entretenimiento,,,,
07WWW,Fun Lan Drive In Theatre,2302 E Hillsborough Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Flea Markets, Cinema, Arts & Entertainment, Shopping",3.5,positivo,,2012,Entretenimiento,,,,
CR7HY,ZooTampa at Lowry Park,1101 W Sligh Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Zoos, Tours, Arts & Entertainment, Hotels & Travel, Active Life",4,positivo,,2012,Entretenimiento,,,,
PWREW,Duncan McClellan Gallery,2342 Emerson Ave S,L0b3,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,p9Ny,St. Petersburg,33701,27.7671271,-82.6384451,Florida,"Education, Glass Blowing, Arts & Entertainment, Event Planning & Services, Art Galleries, Venues & Event Spaces, Shopping, Art Classes, Museums",5,positivo,,2012,Entretenimiento,,,,
53A0P,Straz Center for the Performing Arts,1010 N Wc MacInnes Pl,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Community Service/Non-Profit, Arts & Entertainment, Nightlife, Cinema, Performing Arts, Local Services, Music Venues",4,positivo,,2012,Entretenimiento,,,,
EA0ZN,Dunedin Fine Art Center,1143 Michigan Blvd,AE6H,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,L2T6,Dunedin,34698,28.0197404,-82.7717684,Florida,"Education, Shopping, Art Classes, Art Schools, Museums, Specialty Schools, Art Galleries, Arts & Entertainment",4.5,positivo,,2012,Entretenimiento,,,,
O8MUN,Cinema 6,9510 US Hwy 19,S9aR,Pasco,"34637, 34652, 34668",28.3232418,-82.4319405,9LT4,Port Richey,34668,28.2716755,-82.7195451,Florida,"Arts & Entertainment, Cinema",3.5,positivo,,2012,Entretenimiento,,,,
HHF9W,Stageworks Theatre,"1120 E Kennedy Blvd, West Bldg, Ste 151",W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Performing Arts, Cinema, Arts & Entertainment",4.5,positivo,,2012,Entretenimiento,,,,
6A4AG,St Petersburg Pier,"800 2nd Ave NE, Ste 3002",vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Local Flavor, Active Life, Tours, Hotels & Travel, American (Traditional), Arts & Crafts, Shopping, Restaurants, Arts & Entertainment, Aquariums",3,positivo,,2012,Entretenimiento,,,,
C6WVO,St Petersburg Museum of History,335 2nd Ave NE,vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Arts & Entertainment, Museums, Shopping, Event Planning & Services, Art Galleries, Venues & Event Spaces",3.5,positivo,,2012,Entretenimiento,,,,
24FJX,Spongeorama,510 Dodecanese Blvd,Nq9L,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,3IGC,Tarpon Springs,"34688, 34689",28.1461248,-82.7567679,Florida,"Museums, Gift Shops, Local Flavor, Shopping, Arts & Entertainment, Flowers & Gifts",3.5,positivo,,2012,Entretenimiento,,,,
5O7S3,Smugglers Cove Adventure Golf,19463 Gulf Blvd,llVN,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,03vv,Indian Shores,33785,27.862801,-82.8484373,Florida,"Mini Golf, Amusement Parks, Active Life, Golf",4,positivo,,2012,Entretenimiento,,,,
SLXIB,SkateWorld,7510 Paula Dr,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Active Life, Event Planning & Services, Skating Rinks, Party & Event Planning, Sporting Goods, Amusement Parks, Home Services, Shopping, Home Cleaning",3.5,positivo,,2012,Entretenimiento,,,,
FY1DD,Seaside Seabird Sanctuary,18328 Gulf Blvd,llVN,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,03vv,Indian Shores,33785,27.862801,-82.8484373,Florida,"Pet Stores, Community Service/Non-Profit, Parks, Pets, Zoos, Animal Shelters, Active Life, Local Services",4.5,positivo,,2012,Entretenimiento,,,,
NPJ52,Ruskin Family Drive-In Theater,5011 US Hwy 41 N,YvhA,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,D8OX,Ruskin,33570,27.7208633,-82.4331495,Florida,"Cinema, Arts & Entertainment, Drive-In Theater",4.5,positivo,,2012,Entretenimiento,,,,
7SU36,Regal Park Place & RPX,7200 US Highway 19 North,1U8v,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,SJ01,Pinellas Park,33781,27.8428025,-82.6995443,Florida,"Arts & Entertainment, Cinema",3,negativo,,2012,Entretenimiento,,,,
ER8QF,Regal Largo Mall,"10500 Ulmerton Rd E, Ste 500",e3jL,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,LIFE,Largo,"33770, 33771",27.9094665,-82.7873244,Florida,"Arts & Entertainment, Cinema",3,positivo,,2012,Entretenimiento,,,,
EOVY3,Regal Citrus Park,7999 Citrus Town Center Park Mall,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Cinema, Arts & Entertainment",2.5,positivo,,2012,Entretenimiento,,,,
R69E6,Pin Chasers,4847 N Armenia Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Amusement Parks, Active Life, Venues & Event Spaces, Event Planning & Services, Nightlife, Bowling, Bars, Leisure Centers, Recreation Centers, Sports Bars",4,positivo,,2012,Entretenimiento,,,,
3OH49,PetSmart,2625 Gulf To Bay,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Active Life, Pets, Aquariums, Pet Stores, Pet Training, Pet Services, Pet Groomers",2.5,positivo,,2012,Entretenimiento,,,,
Z17IH,AMC Highwoods 20,18002 Highwoods Preserve Parkway,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Cinema, Arts & Entertainment",3,positivo,,2012,Entretenimiento,,,,
S631W,AMC Sundial 12,151 2nd Ave North,vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Cinema, Arts & Entertainment",3.5,positivo,,2012,Entretenimiento,,,,
S776Y,AMC The Regency 20,2496 W. Brandon Blvd,uHNL,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,W2W7,Brandon,"33510, 33511",27.937801,-82.2859247,Florida,"Cinema, Arts & Entertainment",2.5,positivo,,2012,Entretenimiento,,,,
IDXH2,AMC Tri-City 8,5140 E Bay Dr,e3jL,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,LIFE,Largo,"33770, 33771",27.9094665,-82.7873244,Florida,"Arts & Entertainment, Cinema",3,negativo,,2012,Entretenimiento,,,,
54JQ6,Cheetah Hunt,10165 N McKinley Dr,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Active Life, Amusement Parks",4.5,positivo,,2012,Entretenimiento,,,,
A961H,Channelside Cinemas Imax,601 Channelside Dr,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Arts & Entertainment, Cinema",2.5,positivo,,2012,Entretenimiento,,,,
J2532,Centro Ybor,1600 E 8th Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Shopping Centers, Cinema, Nightlife, Shopping, Arts & Entertainment",4,positivo,,2012,Entretenimiento,,,,
XBL09,Celebration Station,24546 US Hwy 19 N,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Amusement Parks, Mini Golf, Active Life, Arts & Entertainment, Go Karts, Arcades",2.5,negativo,,2012,Entretenimiento,,,,
WW0IK,Captain Bligh's Landing,630 S Gulfview Blvd,O4uN,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,EXHF,Clearwater Beach,33767,27.972065,-82.8285877,Florida,"Active Life, Mini Golf, Amusement Parks",3.5,positivo,,2012,Entretenimiento,,,,
