id_condado,condado,codigo_postal_condado,latitud_condado,longitud_condado,id_ciudad,ciudad,codigo_postal_ciudad,latitud_ciudad,longitud_ciudad
2qJH,Seminole,"32707, 32746, 32773",28.7131688,-81.2078164,SL24,Winter Springs,32708,28.6988853,-81.3081226
SXq3,Santa Rosa,"32533, 32561, 32570",30.7689907,-86.9824288,BJQX,Woodlawn Beach,32563,30.3882547,-86.9907971
C9S2,Lee,"33901, 33908, 33919",26.6630286,-81.9534815,R23z,Woodrings,32617,26.4652061,-82.0621647
QAox,Leon,"32301, 32308, 32312",30.4906177,-84.1857115,QpFG,Woodville,32362,30.3140907,-84.2473969
LCh5,Union,"32054, 32083",30.0745112,-82.345189,g20V,Worthington Springs,32697,29.9294072,-82.4234469
NTNJ,Okaloosa,"32536, 32547, 32578",30.5773401,-86.6611083,uXvO,Wright,32547,30.4557539,-86.6382869
3em7,Lee,"33901, 33908, 33919",26.6630286,-81.9534815,1bIX,Wulfert,33957,26.4803577,-82.1778727
qeoR,Okaloosa,"32536, 32547, 32578",30.5773401,-86.6611083,yKYk,Wynnehaven Beach,32569,30.4101989,-86.7821795
XeOc,Lake,"32757, 32778, 34748",28.702847,-81.7787021,H7JF,Yalaha,34797,28.7386038,-81.8086893
5uL0,Levy,"32621, 32696",29.3178545,-82.820974,CN6H,Yankeetown,34498,29.0299729,-82.7159396
EGVC,Osceola,"34741, 34744, 34746",28.1019838,-81.0754657,O8mr,Yeehaw Junction,34972,27.6997448,-80.9043014
7vSI,Bay,"32401, 32405, 32444",30.1805306,-85.684578,KZY6,Youngstown,32466,30.3668657,-85.4382804
KKzA,Nassau,"32034, 32046",30.5927334,-81.8224362,OXM9,Yulee,32097,30.6319034,-81.6064866
HDgm,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,ZZIP,Zellwood,32798,28.7311059,-81.6011849
QyZN,Pasco,"34637, 34652, 34668",28.3232418,-82.4319405,PM56,Zephyrhills,"33541, 33542",28.2336196,-82.1811947
wHAC,Hardee,"33873, 33890",27.4501733,-81.8224362,47N3,Zolfo Springs,33890,27.4933718,-81.7959155
y9qA,Marion,"34470, 34481, 34488",29.2787765,-82.12784,sFoO,Zuber,34488,29.2669331,-82.1807614
17DL,Polk,"33801, 33813, 33880",27.8617347,-81.6911559,WOA5,Auburndale,33823,28.0652975,-81.7886906
JstQ,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,z0Ha,Pine Crest,32055,25.6622835,-80.3070395
SyZs,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,Iuej,Pine Hills,32808,28.5577794,-81.4534046
YKVN,Charlotte,"33948, 33952, 33981",26.8946009,-81.909826,66RM,Port Charlotte,"33952, 33954",26.9761707,-82.0906448
7TYu,St. Lucie,"34952, 34983, 34986",27.3225563,-80.543845,C9C6,Port St. Lucie,34952,27.2730492,-80.3582261
vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451
Hl0Z,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,ORvN,South Miami,33143,25.7050697,-80.2907618
qr51,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,wy7E,South Pasadena,33707,27.7534931,-82.7396299
tINT,Monroe,"33036, 33040, 33050",25.2974483,-81.0754657,KQp2,Sugarloaf Shores,33042,24.6442308,-81.5615443
lA9b,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,IkmV,Sweetwater,33174,25.789804,-80.3766269
v9PQ,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,yrj6,The Hammocks,33196,25.6697668,-80.4493073
a4WL,Sarasota,"34231, 34236, 34243",27.1995986,-82.345189,4BY51G,Venice,"34285, 34293",27.0997775,-82.4542632
Qon7,Brevard,"32901, 32940, 32955",28.263933,-80.7214417,NrXN,Viera,32940,28.2666258,-80.7290559
ljmo,Lee,"33901, 33908, 33919",26.6630286,-81.9534815,wFDG,Villas,33907,26.550354,-81.8686977
2otD,Hernando,"34601, 34608, 34609",28.5578826,-82.4752757,oJt2,Weeki Wachee,34606,28.5155513,-82.5728769
KJxQ,Brevard,"32901, 32940, 32955",28.263933,-80.7214417,GQzi,West Melbourne,32904,28.0716832,-80.6533878
L0b3,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,p9Ny,St. Petersburg,33701,27.7671271,-82.6384451
JMkg,St. Lucie,"34952, 34983, 34986",27.3225563,-80.543845,C9C6,Port St. Lucie,34952,27.2730492,-80.3582261
g4Os,Brevard,"32901, 32940, 32955",28.263933,-80.7214417,S2PJY6,Palm Bay,32905,28.0344621,-80.5886646
Z16K,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,94N1,Doral,33178,25.8195424,-80.3553302
5HCo,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,7E2JQD,Lake Worth Beach,33460,26.6167555,-80.0684479
zIDA,Sarasota,"34231, 34236, 34243",27.1995986,-82.345189,4BY51G,Venice,"34285, 34293",27.0997775,-82.4542632
80ig,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,Iuej,Pine Hills,32808,28.5577794,-81.4534046
smdk,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,yrj6,The Hammocks,33196,25.6697668,-80.4493073
3uCQ,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,uDXH,Kendale Lakes,33175,25.7081577,-80.4069986
TnJU,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,j1Ht,Kendall West,33193,25.7089512,-80.4380722
wJLB,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,OpmY,Westchester,33165,25.7548223,-80.3272741
do8b,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,GcYF,Country Club,33015,25.9481487,-80.3169953
7S4t,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,l0U4,Palm River-Clair Mel,33619,27.9192159,-82.3831561
kkzA,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,srDl,Egypt Lake-Leto,33614,28.0169633,-82.495373
Y8mH,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,hqGn,Carrollwood,33618,28.0507738,-82.4996398
7WWB,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,ZV8R,University,32611,28.0735403,-82.4373589
FZDj,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,WJn4,Fountainebleau,33174,25.7728774,-80.3478301
DZiM,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,1St1,Richmond West,33177,25.6103836,-80.4294996
iI1I,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,X1G4,Tamiami,33175,25.7587114,-80.398387
3Iwe,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,3LK4,Kendall,33176,25.6660336,-80.357827
E9Eh,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,aC29,Sunset,33173,25.7059354,-80.352275
a3f3,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,bGNX,South Miami Heights,33177,25.597606,-80.3806096
zfhP,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,CSlZ,Cutler Ridge,33157,25.5808323,-80.3468593
u3Rh,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,Iefq,Gladeview,33147,25.839315,-80.2333166
3rD1,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,CckM,West Little River,33150,25.8570407,-80.2369934
Hs9m,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,ANX4,Westview,33167,25.8820398,-80.2419935
jfdF,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,K3Xk,Brownsville,33142,25.8239108,-80.2406994
RYE0,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,2ceH,Pinewood,33147,25.8689846,-80.2169927
yMfo,Broward,"33004, 33301, 33324",26.190096,-80.365865,I9ei,West Park,33023,25.9846068,-80.2025583
HJY6,Broward,"33004, 33301, 33324",26.190096,-80.365865,GSF6,Dania Beach,33004,26.0523,-80.1439
ggrh,Broward,"33004, 33301, 33324",26.190096,-80.365865,kEvN,Lauderdale Lakes,33319,26.1664736,-80.2083806
IRtz,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,ORvN,South Miami,33143,25.7050697,-80.2907618
x9RH,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,IkmV,Sweetwater,33174,25.789804,-80.3766269
o3W8,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,BMgp,Golden Beach,33160,25.9650919,-80.1222671
aOJ1,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,XpFb,Medley,33178,25.8406526,-80.3264404
YLxr,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,9Fsn,Virginia Gardens,33166,25.8103758,-80.3022732
XGrY,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LKwK,Hialeah Gardens,33018,25.8650961,-80.3244957
zcBm,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,XnPO,El Portal,33138,25.8553739,-80.1931029
3HNk,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,ACbR,Biscayne Park,33161,25.8825951,-80.1806025
2ppE,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,xWOK,Opa-locka,33054,25.9023168,-80.2503271
LhHL,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,KwN3,Palmetto Bay,33157,25.6217715,-80.3247748
XY2h,Broward,"33004, 33301, 33324",26.190096,-80.365865,EQ28,Pembroke Park,33023,25.9847308,-80.1752738
NGkP,Broward,"33004, 33301, 33324",26.190096,-80.365865,B239,Lazy Lake,33305,26.1561961,-80.1447675
DD29,Broward,"33004, 33301, 33324",26.190096,-80.365865,T6zQ,Lighthouse Point,33064,26.275636,-80.0872654
zT10,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,94N1,Doral,33178,25.8195424,-80.3553302
YOwP,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,ORvN,South Miami,33143,25.7050697,-80.2907618
ila1,Monroe,"33036, 33040, 33050",25.2974483,-81.0754657,y9vT,Stock Island,33040,24.5688089,-81.7408602
Uh6g,Monroe,"33036, 33040, 33050",25.2974483,-81.0754657,yxxe,Cudjoe Key,33042,24.6715318,-81.4984176
KgcN,Monroe,"33036, 33040, 33050",25.2974483,-81.0754657,KQp2,Sugarloaf Shores,33042,24.6442308,-81.5615443
Kp3m,Monroe,"33036, 33040, 33050",25.2974483,-81.0754657,l8hg,Duck Key,33050,24.7709723,-80.9120139
99Np,Monroe,"33036, 33040, 33050",25.2974483,-81.0754657,2DwV,North Key Largo,33037,25.2673402,-80.3233872
GKF2,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,2nmV,Naranja,33032,25.5181647,-80.4228332
pjDw,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,WsLV,Goulds,33170,25.5662141,-80.3817793
vmCJ,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,L6y5,Palmetto Estates,33157,25.6214939,-80.3619979
Ipd3,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,DgK1,West Perrine,33157,25.6058729,-80.360952
5bQb,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,enVn,Richmond Heights,33176,25.6317102,-80.3685695
hD03,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,bGNX,South Miami Heights,33177,25.597606,-80.3806096
WSVo,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,svJR,Country Walk,33196,25.6336754,-80.4318239
CNG8,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,KTWm,The Crossings,33186,25.6630546,-80.4073392
s3Rs,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,mK9N,Three Lakes,33186,25.642049,-80.3983876
BIwD,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,uDXH,Kendale Lakes,33175,25.7081577,-80.4069986
VOqC,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,j1Ht,Kendall West,33193,25.7089512,-80.4380722
tgnT,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,yrj6,The Hammocks,33196,25.6697668,-80.4493073
cCbK,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,X1G4,Tamiami,33175,25.7587114,-80.398387
uSMu,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,oMcS,University Park,33174,25.7464895,-80.367553
j2on,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,OpmY,Westchester,33165,25.7548223,-80.3272741
kPLO,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,S5vc,Olympia Heights,33165,25.726768,-80.3553306
JSVL,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,aC29,Sunset,33173,25.7059354,-80.352275
ssXq,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LpLu,Westwood Lakes,33165,25.7230792,-80.3753097
jzJR,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,OpmY,Westchester,33165,25.7548223,-80.3272741
H0gL,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,qO1i,Coral Terrace,33155,25.7459338,-80.3044957
xVNR,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,ORvN,South Miami,33143,25.7050697,-80.2907618
skzx,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,yeP4,Glenvar Heights,33143,25.7076018,-80.3256076
hqej,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,KwN3,Palmetto Bay,33157,25.6217715,-80.3247748
PSw4,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,1St1,Richmond West,33177,25.6103836,-80.4294996
3SIg,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,enVn,Richmond Heights,33176,25.6317102,-80.3685695
CFbg,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,bGNX,South Miami Heights,33177,25.597606,-80.3806096
nFR6,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,svJR,Country Walk,33196,25.6336754,-80.4318239
met8,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,KTWm,The Crossings,33186,25.6630546,-80.4073392
HNeH,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,mK9N,Three Lakes,33186,25.642049,-80.3983876
ba09,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,uDXH,Kendale Lakes,33175,25.7081577,-80.4069986
oWam,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,j1Ht,Kendall West,33193,25.7089512,-80.4380722
deWW,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,yrj6,The Hammocks,33196,25.6697668,-80.4493073
8sBE,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,X1G4,Tamiami,33175,25.7587114,-80.398387
7nxh,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,oMcS,University Park,33174,25.7464895,-80.367553
hKLE,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,OpmY,Westchester,33165,25.7548223,-80.3272741
Bxh4,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,S5vc,Olympia Heights,33165,25.726768,-80.3553306
clEh,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,aC29,Sunset,33173,25.7059354,-80.352275
avbA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LpLu,Westwood Lakes,33165,25.7230792,-80.3753097
aKEP,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,OpmY,Westchester,33165,25.7548223,-80.3272741
hVbt,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,qO1i,Coral Terrace,33155,25.7459338,-80.3044957
ooqK,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,ORvN,South Miami,33143,25.7050697,-80.2907618
VQut,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,yeP4,Glenvar Heights,33143,25.7076018,-80.3256076
MJ9n,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,KwN3,Palmetto Bay,33157,25.6217715,-80.3247748
XLdu,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,1St1,Richmond West,33177,25.6103836,-80.4294996
NMxl,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,enVn,Richmond Heights,33176,25.6317102,-80.3685695
qlIh,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,bGNX,South Miami Heights,33177,25.597606,-80.3806096
78vo,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,svJR,Country Walk,33196,25.6336754,-80.4318239
FQk3,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,KTWm,The Crossings,33186,25.6630546,-80.4073392
zrML,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,mK9N,Three Lakes,33186,25.642049,-80.3983876
dUB6,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,uDXH,Kendale Lakes,33175,25.7081577,-80.4069986
jS7O,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,j1Ht,Kendall West,33193,25.7089512,-80.4380722
50Zt,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,yrj6,The Hammocks,33196,25.6697668,-80.4493073
XtCQ,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,X1G4,Tamiami,33175,25.7587114,-80.398387
3RsI,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,oMcS,University Park,33174,25.7464895,-80.367553
RG3c,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,OpmY,Westchester,33165,25.7548223,-80.3272741
Jaat,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,S5vc,Olympia Heights,33165,25.726768,-80.3553306
1Rce,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,aC29,Sunset,33173,25.7059354,-80.352275
y5aG,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LpLu,Westwood Lakes,33165,25.7230792,-80.3753097
tEVX,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,OpmY,Westchester,33165,25.7548223,-80.3272741
uTbX,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,qO1i,Coral Terrace,33155,25.7459338,-80.3044957
AFxU,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,ORvN,South Miami,33143,25.7050697,-80.2907618
yKgM,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,yeP4,Glenvar Heights,33143,25.7076018,-80.3256076
K1QA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,KwN3,Palmetto Bay,33157,25.6217715,-80.3247748
by1P,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,1St1,Richmond West,33177,25.6103836,-80.4294996
tXQv,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,enVn,Richmond Heights,33176,25.6317102,-80.3685695
LK4M,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,bGNX,South Miami Heights,33177,25.597606,-80.3806096
KcfY,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,svJR,Country Walk,33196,25.6336754,-80.4318239
mPTv,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,KTWm,The Crossings,33186,25.6630546,-80.4073392
QAIA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,mK9N,Three Lakes,33186,25.642049,-80.3983876
fp0l,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,uDXH,Kendale Lakes,33175,25.7081577,-80.4069986
rDDA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,j1Ht,Kendall West,33193,25.7089512,-80.4380722
on4c,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,yrj6,The Hammocks,33196,25.6697668,-80.4493073
xpdh,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,X1G4,Tamiami,33175,25.7587114,-80.398387
3uVh,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,oMcS,University Park,33174,25.7464895,-80.367553
dKjV,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,OpmY,Westchester,33165,25.7548223,-80.3272741
pSkf,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,S5vc,Olympia Heights,33165,25.726768,-80.3553306
2x4V,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,aC29,Sunset,33173,25.7059354,-80.352275
EG8O,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LpLu,Westwood Lakes,33165,25.7230792,-80.3753097
ycAy,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,OpmY,Westchester,33165,25.7548223,-80.3272741
J7eg,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,qO1i,Coral Terrace,33155,25.7459338,-80.3044957
GUaR,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,ORvN,South Miami,33143,25.7050697,-80.2907618
wp5l,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,yeP4,Glenvar Heights,33143,25.7076018,-80.3256076
iYhN,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,KwN3,Palmetto Bay,33157,25.6217715,-80.3247748
zCd1,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,1St1,Richmond West,33177,25.6103836,-80.4294996
YPnT,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,enVn,Richmond Heights,33176,25.6317102,-80.3685695
1Rso,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,bGNX,South Miami Heights,33177,25.597606,-80.3806096
EYix,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,svJR,Country Walk,33196,25.6336754,-80.4318239
nDOb,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,KTWm,The Crossings,33186,25.6630546,-80.4073392
UuLN,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,mK9N,Three Lakes,33186,25.642049,-80.3983876
KGsP,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,uDXH,Kendale Lakes,33175,25.7081577,-80.4069986
Bzzu,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,j1Ht,Kendall West,33193,25.7089512,-80.4380722
vfM2,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,yrj6,The Hammocks,33196,25.6697668,-80.4493073
N4sp,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,X1G4,Tamiami,33175,25.7587114,-80.398387
klO8,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,oMcS,University Park,33174,25.7464895,-80.367553
HrUf,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,OpmY,Westchester,33165,25.7548223,-80.3272741
jRAp,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,S5vc,Olympia Heights,33165,25.726768,-80.3553306
KFne,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,aC29,Sunset,33173,25.7059354,-80.352275
JUgU,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LpLu,Westwood Lakes,33165,25.7230792,-80.3753097
7bns,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,OpmY,Westchester,33165,25.7548223,-80.3272741
0CU4,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,qO1i,Coral Terrace,33155,25.7459338,-80.3044957
Wh7N,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,ORvN,South Miami,33143,25.7050697,-80.2907618
KhZK,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,yeP4,Glenvar Heights,33143,25.7076018,-80.3256076
1q8r,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,KwN3,Palmetto Bay,33157,25.6217715,-80.3247748
0BUQ,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,1St1,Richmond West,33177,25.6103836,-80.4294996
8QiQ,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,enVn,Richmond Heights,33176,25.6317102,-80.3685695
IOIB,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,bGNX,South Miami Heights,33177,25.597606,-80.3806096
3Wp4,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,svJR,Country Walk,33196,25.6336754,-80.4318239
Z75w,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,KTWm,The Crossings,33186,25.6630546,-80.4073392
TRYr,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,mK9N,Three Lakes,33186,25.642049,-80.3983876
xHwG,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,uDXH,Kendale Lakes,33175,25.7081577,-80.4069986
P16P,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,3LK4,Kendall,33176,25.6660336,-80.357827
1rd3,Bay,32401,30.18,-85.675,10g1,Panama City,32401,30.1588,-85.6602
3d32,Lake,32757,28.8028,-81.644,1f03,Mt Dora,32757,28.8028,-81.644
4d4r,Hillsborough,33617,27.9967,-82.4381,10h4,Temple Terrace,33617,28.035,-82.383
5wer,Seminole,32746,28.7589,-81.3392,10y5,Lake Mary,32746,28.7589,-81.3392
63r4,Pinellas,33706,27.732,-82.7435,10gt6,St Pete Beach,33706,27.732,-82.7435
723f,Walton,32435,30.7235,-86.1061,10fv7,Defuniak Springs,32435,30.7215,-86.1061
8ft4,Collier,34145,25.921,-81.7265,10y8,Marco Island,34145,25.921,-81.7265
9dre,St. Johns,32080,29.844,-81.2723,10f9,St Augustine Beach,32080,29.844,-81.2723
dxs1,Brevard,32920,28.4081,-80.6188,10fd1,Port Canaveral,32920,28.4103,-80.6187
wd32,Osceola,34769,28.2489,-81.2812,10df2,St Cloud,34769,28.2489,-81.2812
sdr3,Gulf,32456,29.8157,-85.3008,10df3,Port St Joe,32456,29.8157,-85.3008
sdr3,Pinellas,33709,27.8196,-82.7532,10d4,Kenneth City,33709,27.8196,-82.7532
we5,Pasco,34655,28.2121,-82.6663,10d5,Trinity,34655,28.1806,-82.67
sdrq,Volusia,32119,29.1654,-81.0046,10c6,South Daytona,32119,29.1654,-81.0046
sr37,Clay,32003,30.1675,-81.7074,10c7,Fleming Island,32003,30.1675,-81.7074
dw28,Franklin,32328,29.7468,-84.8628,10d8,St George Island,32328,29.7468,-84.8628
dsc9,Walton,32459,30.366,-86.2288,10q9,Rosemary Beach,32459,30.366,-86.2288
sd10,Walton,32459,30.366,-86.2288,11s0,Alys Beach,32459,30.366,-86.2288
2u11,Lake,32776,28.8017,-81.5631,11t1,Sorrento,32776,28.8017,-81.5631
sde12,Osceola,34771,28.2918,-81.3462,11rt2,Harmony,34771,28.2918,-81.3462
gr13,Wakulla,32327,30.1711,-84.357,11t3,St Marks,32327,30.1511,-84.357
1re4,Gadsden,32351,30.5885,-84.5854,11g4,Havana,32333,30.6235,-84.4144
1re5,Duval,32210,30.2631,-81.7312,11d5,Mayport,32233,30.3919,-81.4035
1we6,Brevard,32920,28.4081,-80.6188,1jn16,Cape Canaveral,32920,28.4103,-80.6187
1df7,Orange,32801,28.5383,-81.3792,11d7,Oakland,34760,28.555,-81.635
1sw8,Osceola,34741,28.2489,-81.2812,1z18,Buena Ventura Lakes,34743,28.3489,-81.37
1df9,Hillsborough,33602,27.9475,-82.4569,11tg9,Ybor City,33605,27.9609,-82.4347
